name,base_upload_limit,can_approve_posts,can_upload_free,created_at,id,inviter_id,is_banned,is_super_voter,level,level_string,name,note_update_count,post_update_count,post_upload_count,post_deletion_count,deletion_ratio,deletion_ratio_percentile
gsimon,50,False,True,2007-11-10T01:30:16.465-05:00,15659,1137,False,False,32,Builder,gsimon,15,3736,2630,28.0,0.01064638783269962,0.5187376725838264
Sunfox,50,False,True,2007-11-09T12:21:27.455-05:00,15608,22,False,False,32,Builder,Sunfox,0,268,204,9.0,0.04411764705882353,0.1301775147928994
DB,50,False,True,2007-11-09T08:24:21.870-05:00,15588,12679,False,False,32,Builder,DB,1,273,175,4.0,0.022857142857142857,0.28402366863905326
Bansho,50,False,True,2007-11-07T17:19:01.589-05:00,15425,1309,False,False,32,Builder,Bansho,54898,32272,1450,22.0,0.015172413793103448,0.42800788954635105
Fayli,50,False,True,2007-11-05T00:20:17.172-05:00,15115,1002,False,False,32,Builder,Fayli,4,12414,6816,13.0,0.0019072769953051643,0.8717948717948718
Akari,50,False,True,2007-11-04T09:23:20.535-05:00,15031,22,False,False,32,Builder,Akari,3615,2271,959,7.0,0.0072992700729927005,0.6351084812623274
BakaHoushi,50,False,True,2007-11-04T05:35:28.712-05:00,15003,1,False,False,32,Builder,BakaHoushi,195,5595,4070,30.0,0.007371007371007371,0.6331360946745562
Arrowmaster,50,False,True,2007-11-04T01:04:08.467-04:00,14983,615,False,False,32,Builder,Arrowmaster,89,174,104,0.0,0.0,0.9625246548323472
fuzzycat,50,False,True,2007-11-03T19:35:23.707-04:00,14955,1309,False,False,32,Builder,fuzzycat,0,1370,889,7.0,0.007874015748031496,0.6153846153846154
Rasuberi,50,False,True,2007-11-03T17:27:38.894-04:00,14944,1,False,False,32,Builder,Rasuberi,104,417,183,3.0,0.01639344262295082,0.4043392504930966
Dalamar,50,False,True,2007-11-02T08:16:51.225-04:00,14738,1,False,False,32,Builder,Dalamar,0,2590,638,17.0,0.02664576802507837,0.24654832347140043
Rengeki_Storm,50,False,True,2007-11-01T14:36:18.998-04:00,14676,140,False,False,32,Builder,Rengeki_Storm,0,1178,441,7.0,0.015873015873015872,0.41025641025641024
ShadowbladeEdge,50,False,True,2007-11-01T12:53:44.459-04:00,14662,1,False,False,40,Moderator,ShadowbladeEdge,578,206199,2537,28.0,0.01103665746945211,0.5108481262327416
picnic,50,False,True,2007-10-31T22:02:46.014-04:00,14611,1309,False,False,32,Builder,picnic,585,9315,2433,86.0,0.03534730785039047,0.16962524654832345
Dbx,50,False,True,2007-10-31T20:12:15.121-04:00,14602,12866,False,False,32,Builder,Dbx,143,26124,19703,37.0,0.0018778866162513324,0.8777120315581854
mene,50,False,True,2007-10-31T12:58:17.321-04:00,14567,1309,False,False,32,Builder,mene,0,1005,446,3.0,0.006726457399103139,0.6469428007889546
ePlus,50,False,True,2007-10-30T00:14:38.191-04:00,14417,360629,False,False,32,Builder,ePlus,1,1323,219,0.0,0.0,0.9625246548323472
dragoonzz,50,False,True,2007-10-28T16:43:23.708-04:00,14268,1137,False,False,32,Builder,dragoonzz,1,1151,724,6.0,0.008287292817679558,0.5976331360946745
bigrich,50,False,True,2007-10-28T13:40:38.954-04:00,14239,360629,False,False,32,Builder,bigrich,21,9337,3260,10.0,0.003067484662576687,0.8205128205128205
Ghosty,50,False,True,2007-10-27T08:12:26.105-04:00,14080,9546,False,False,32,Builder,Ghosty,0,340,262,2.0,0.007633587786259542,0.6232741617357003
Swift,50,False,True,2007-10-27T00:01:06.571-04:00,14036,13038,False,False,32,Builder,Swift,28,2175,1082,7.0,0.006469500924214418,0.6607495069033531
blaen,50,False,True,2007-10-25T17:19:12.910-04:00,13892,1,False,False,32,Builder,blaen,61,206,123,0.0,0.0,0.9625246548323472
Not_One_Of_Us,50,False,True,2007-10-25T00:32:48.348-04:00,13793,13392,False,False,32,Builder,Not_One_Of_Us,117,11241,8454,70.0,0.008280104092737165,0.5996055226824457
pikuchan,50,False,True,2007-10-24T05:59:50.651-04:00,13714,1,False,False,32,Builder,pikuchan,27080,24444,13318,32.0,0.0024027631776543023,0.854043392504931
Jue,50,False,True,2007-10-24T00:44:08.197-04:00,13700,615,False,False,32,Builder,Jue,15,28940,11890,182.0,0.015306980656013457,0.42603550295857984
Psyshroom,50,False,True,2007-10-23T21:16:52.808-04:00,13678,140,False,False,32,Builder,Psyshroom,72,250,175,0.0,0.0,0.9625246548323472
CyberWire,50,False,True,2007-10-23T08:42:30.192-04:00,13600,1,False,False,32,Builder,CyberWire,25,65865,301,9.0,0.029900332225913623,0.21893491124260356
Nishiki,50,False,True,2007-10-23T07:47:46.739-04:00,13589,1,False,False,32,Builder,Nishiki,0,207,133,1.0,0.007518796992481203,0.6282051282051282
Kefit,50,False,True,2007-10-22T23:48:44.044-04:00,13562,22,False,False,32,Builder,Kefit,184,48,31,0.0,0.0,0.9625246548323472
RaisingK,50,True,True,2007-10-22T14:57:18.805-04:00,13506,1,False,False,40,Moderator,RaisingK,12690,1095024,33946,54.0,0.001590761798150003,0.8816568047337279
NWF_Renim,50,True,True,2007-10-21T18:55:41.020-04:00,13392,1,False,False,50,Admin,NWF_Renim,1752,285956,737,3.0,0.004070556309362279,0.7850098619329389
qwertyuiop,50,False,True,2007-10-20T17:42:49.454-04:00,13249,7624,False,False,32,Builder,qwertyuiop,4,110,59,4.0,0.06779661016949153,0.04930966469428011
Servizio,50,False,True,2007-10-19T22:45:37.639-04:00,13148,1309,False,False,32,Builder,Servizio,6,357,195,0.0,0.0,0.9625246548323472
miragio,50,False,True,2007-10-19T22:08:55.835-04:00,13144,12866,False,False,32,Builder,miragio,7,4554,383,27.0,0.07049608355091384,0.04339250493096647
darkadherent,50,False,True,2007-10-19T21:36:03.805-04:00,13141,22,False,False,32,Builder,darkadherent,294,1239,701,8.0,0.011412268188302425,0.4970414201183432
Jackie,50,False,True,2007-10-19T07:41:12.506-04:00,13056,140,False,False,32,Builder,Jackie,0,971,473,4.0,0.008456659619450317,0.591715976331361
NCAA_Gundam,50,False,True,2007-10-19T06:02:46.208-04:00,13047,1,False,False,32,Builder,NCAA_Gundam,984,62965,46356,152.0,0.003278971438432997,0.8067061143984221
IchiMashiPotatos,50,False,True,2007-10-19T03:41:46.479-04:00,13038,11077,False,False,32,Builder,IchiMashiPotatos,56,6023,420,5.0,0.011904761904761904,0.47928994082840237
Rid.,50,False,True,2007-10-18T20:31:34.128-04:00,13012,10676,False,False,32,Builder,Rid.,14,3894,822,28.0,0.0340632603406326,0.18145956607495073
saturnine,50,False,True,2007-10-17T13:53:42.509-04:00,12846,9550,False,False,32,Builder,saturnine,16,363,90,4.0,0.044444444444444446,0.12623274161735698
Borghild~,50,False,True,2007-10-16T11:21:49.861-04:00,12696,1,False,False,32,Builder,Borghild~,71,209,153,13.0,0.08496732026143791,0.021696252465483234
harshdark,50,False,True,2007-10-16T07:15:21.132-04:00,12679,11896,False,False,32,Builder,harshdark,16,378,239,9.0,0.03765690376569038,0.15187376725838264
sriblanka02,50,False,True,2007-10-15T18:18:27.740-04:00,12636,1,False,False,32,Builder,sriblanka02,0,1800,462,1.0,0.0021645021645021645,0.863905325443787
robicho,50,False,True,2007-10-14T22:29:32.225-04:00,12565,1309,False,False,32,Builder,robicho,58,3035,251,9.0,0.035856573705179286,0.1637080867850098
Altered,50,False,True,2007-10-13T17:47:40.892-04:00,12464,1,False,False,32,Builder,Altered,1595,19020,16007,36.0,0.0022490160554757294,0.8599605522682445
Bloodtyrant,50,False,True,2007-10-12T20:42:42.499-04:00,12397,1,False,False,32,Builder,Bloodtyrant,20,657,391,14.0,0.03580562659846547,0.16568047337278102
Tsukasa,50,False,True,2007-10-11T11:03:39.925-04:00,12294,1309,False,False,32,Builder,Tsukasa,660,745,340,0.0,0.0,0.9625246548323472
loluralimey,50,False,True,2007-10-10T03:18:59.744-04:00,12185,144,False,False,32,Builder,loluralimey,0,315,151,4.0,0.026490066225165563,0.25049309664694275
Almatia,50,False,True,2007-10-09T17:50:38.203-04:00,12164,1309,False,False,32,Builder,Almatia,51,1062,285,0.0,0.0,0.9625246548323472
kumarei,50,False,True,2007-10-08T09:03:55.864-04:00,12061,9464,False,False,32,Builder,kumarei,573,1016,155,1.0,0.0064516129032258064,0.665680473372781
SaCo,50,False,True,2007-10-07T19:33:41.915-04:00,12023,13056,False,False,32,Builder,SaCo,2,848,321,2.0,0.006230529595015576,0.6765285996055227
Dakanya,50,False,True,2007-10-06T18:31:45.669-04:00,11941,1,False,False,32,Builder,Dakanya,207,1855,439,3.0,0.00683371298405467,0.6429980276134122
RTW,50,False,True,2007-10-06T14:42:38.440-04:00,11927,11242,False,False,32,Builder,RTW,1,123,56,1.0,0.017857142857142856,0.3668639053254438
Nelo,50,False,True,2007-10-06T12:09:17.505-04:00,11921,9860,False,False,32,Builder,Nelo,0,551,100,0.0,0.0,0.9625246548323472
Kotonoha,50,False,True,2007-10-06T10:29:02.241-04:00,11916,615,False,False,32,Builder,Kotonoha,1783,3456,517,6.0,0.01160541586073501,0.4871794871794872
Jericho,50,False,True,2007-10-05T19:19:48.997-04:00,11851,12636,False,False,32,Builder,Jericho,0,876,513,25.0,0.04873294346978557,0.1124260355029586
niefong,50,False,True,2007-10-05T13:05:20.431-04:00,11833,1,False,False,32,Builder,niefong,0,398,92,0.0,0.0,0.9625246548323472
Kayla,50,False,True,2007-10-05T12:22:40.799-04:00,11831,9860,False,False,32,Builder,Kayla,33,1102,593,34.0,0.05733558178752108,0.07692307692307687
EB,50,True,True,2007-10-03T20:45:37.667-04:00,11672,1137,False,False,40,Moderator,EB,3086,261157,10340,39.0,0.0037717601547388783,0.7889546351084813
Slaash,50,False,True,2007-10-03T14:15:05.162-04:00,11650,9477,False,False,32,Builder,Slaash,0,401,116,3.0,0.02586206896551724,0.25246548323471396
Deus,50,False,True,2007-09-30T13:37:22.115-04:00,11402,22,False,False,32,Builder,Deus,1,480,321,16.0,0.04984423676012461,0.10650887573964496
Siliconstoic,50,False,True,2007-09-30T13:11:08.266-04:00,11399,14268,False,False,32,Builder,Siliconstoic,0,224,113,1.0,0.008849557522123894,0.5818540433925049
cremefraiche,50,False,True,2007-09-29T20:46:05.296-04:00,11335,1137,False,False,32,Builder,cremefraiche,8853,3740,401,0.0,0.0,0.9625246548323472
daosiying,50,False,True,2007-09-29T20:22:44.761-04:00,11332,1,False,False,32,Builder,daosiying,4,454,176,0.0,0.0,0.9625246548323472
case649,50,False,True,2007-09-28T21:27:21.326-04:00,11242,1137,False,False,32,Builder,case649,2,376,111,1.0,0.009009009009009009,0.571992110453649
Fluke_Artist,50,False,True,2007-09-28T01:57:36.325-04:00,11160,1,False,False,32,Builder,Fluke_Artist,9,527,278,0.0,0.0,0.9625246548323472
Marbleshoot,50,False,True,2007-09-27T20:01:13.003-04:00,11136,9521,False,False,32,Builder,Marbleshoot,1,1944,1284,70.0,0.05451713395638629,0.08875739644970415
Gunflame,50,False,True,2007-09-27T03:00:49.458-04:00,11077,1,False,False,32,Builder,Gunflame,0,38712,14072,68.0,0.004832291074474133,0.7534516765285996
user_11041,50,False,True,2007-09-26T14:39:51.694-04:00,11041,1309,False,False,32,Builder,user_11041,68,8943,1325,36.0,0.027169811320754716,0.23471400394477315
NewType,50,False,True,2007-09-25T21:18:14.961-04:00,10975,1309,False,False,32,Builder,NewType,0,156,106,0.0,0.0,0.9625246548323472
Flush,50,False,True,2007-09-24T14:43:04.226-04:00,10877,1309,False,False,32,Builder,Flush,0,145,88,1.0,0.011363636363636364,0.5009861932938856
ShiroiRyu,50,False,True,2007-09-23T12:56:13.835-04:00,10781,140,False,False,32,Builder,ShiroiRyu,0,188,121,3.0,0.024793388429752067,0.26429980276134124
MezzoDragon,50,False,True,2007-09-22T17:24:02.855-04:00,10705,1309,False,False,32,Builder,MezzoDragon,104,2239,563,32.0,0.056838365896980464,0.0808678500986193
kitedragon,50,False,True,2007-09-22T11:51:42.612-04:00,10680,1309,False,False,32,Builder,kitedragon,2,69,51,3.0,0.058823529411764705,0.07001972386587774
Quess,50,False,True,2007-09-22T10:58:10.403-04:00,10676,1,False,False,32,Builder,Quess,269,13849,2782,13.0,0.004672897196261682,0.7613412228796844
Shuugo,50,False,True,2007-09-19T08:06:27.229-04:00,10390,615,False,False,32,Builder,Shuugo,204,629,258,2.0,0.007751937984496124,0.6193293885601578
homeless_homo,50,False,True,2007-09-18T20:50:42.613-04:00,10355,12866,False,False,32,Builder,homeless_homo,24,1193,583,4.0,0.00686106346483705,0.641025641025641
lichifruit,50,False,True,2007-09-18T14:32:46.222-04:00,10322,1002,False,False,32,Builder,lichifruit,11,372,193,3.0,0.015544041450777202,0.4201183431952663
ztormofchaoz,50,False,True,2007-09-18T08:08:58.588-04:00,10297,1309,False,False,32,Builder,ztormofchaoz,13,798,345,6.0,0.017391304347826087,0.38067061143984215
roastbeefy,50,False,True,2007-09-17T15:49:23.420-04:00,10223,9481,False,False,32,Builder,roastbeefy,59,3317,389,2.0,0.005141388174807198,0.7337278106508875
user_10180,50,False,True,2007-09-17T08:03:47.246-04:00,10180,1,False,False,32,Builder,user_10180,0,242,153,1.0,0.006535947712418301,0.6577909270216962
StrikeInsecta,50,False,True,2007-09-17T07:25:17.723-04:00,10175,360629,False,False,32,Builder,StrikeInsecta,7,10429,4092,287.0,0.0701368523949169,0.04536489151873768
Tsubasa,50,False,True,2007-09-17T06:28:41.503-04:00,10167,12866,False,False,32,Builder,Tsubasa,9,2010,1183,5.0,0.00422654268808115,0.7790927021696252
bettynoire,50,False,True,2007-09-16T22:01:15.581-04:00,10132,615,False,False,32,Builder,bettynoire,60,436,205,1.0,0.004878048780487805,0.747534516765286
kristallimeri,50,False,True,2007-09-16T21:35:28.596-04:00,10130,1,False,False,32,Builder,kristallimeri,14,1812,606,1.0,0.0016501650165016502,0.8796844181459567
Kandarihu,50,False,True,2007-09-16T20:27:31.816-04:00,10122,615,False,False,32,Builder,Kandarihu,347,19812,176,3.0,0.017045454545454544,0.3846153846153846
Maya_Natsume,50,False,True,2007-09-16T16:06:41.623-04:00,10092,9597,False,False,32,Builder,Maya_Natsume,0,149,85,1.0,0.011764705882352941,0.4832347140039448
uncreative,50,False,True,2007-09-16T15:04:41.652-04:00,10084,615,False,False,32,Builder,uncreative,157,952,423,1.0,0.002364066193853428,0.8579881656804733
Saber_Lily,50,False,True,2007-09-16T00:40:27.158-04:00,10051,1137,False,False,32,Builder,Saber_Lily,1,1703,1385,6.0,0.004332129963898917,0.7751479289940828
Fang-tan,50,False,True,2007-09-15T23:03:20.064-04:00,10047,1309,False,False,32,Builder,Fang-tan,4,1304,632,22.0,0.03481012658227848,0.17357001972386588
Elle,50,False,True,2007-09-15T06:41:37.286-04:00,10009,1309,False,False,32,Builder,Elle,2,118,52,1.0,0.019230769230769232,0.3392504930966469
suwayya,50,False,True,2007-09-15T03:46:48.831-04:00,9997,1309,False,False,32,Builder,suwayya,2,311,202,1.0,0.0049504950495049506,0.7435897435897436
FeKa,50,True,True,2007-09-12T19:25:38.752-04:00,9860,360629,False,False,32,Builder,FeKa,244,11089,6499,78.0,0.012001846437913525,0.47731755424063116
_dk,50,False,True,2007-09-12T01:07:54.416-04:00,9812,1,False,False,32,Builder,_dk,13361,2762,319,12.0,0.03761755485893417,0.15384615384615385
chiisana,50,False,True,2007-09-11T23:44:44.236-04:00,9810,1309,False,False,32,Builder,chiisana,159,481,191,9.0,0.04712041884816754,0.11637080867850103
Henduluin,50,False,True,2007-09-11T13:08:57.218-04:00,9792,7624,False,False,32,Builder,Henduluin,14,232,75,0.0,0.0,0.9625246548323472
LastElixir,50,False,True,2007-09-11T11:35:21.158-04:00,9787,140,False,False,32,Builder,LastElixir,19,1650,1004,1.0,0.00099601593625498,0.9132149901380671
kn8485909,50,False,True,2007-09-10T23:16:07.924-04:00,9768,1309,False,False,32,Builder,kn8485909,385,12899,2733,68.0,0.024881083058909622,0.26232741617357
the_redstar_swl,50,True,True,2007-09-10T16:31:08.995-04:00,9716,360629,False,False,32,Builder,the_redstar_swl,28,2156,785,7.0,0.008917197452229299,0.5798816568047338
piespy,50,False,True,2007-09-10T16:31:08.995-04:00,9685,1309,False,False,32,Builder,piespy,22,7119,948,23.0,0.024261603375527425,0.2702169625246549
Eruru,50,False,True,2007-09-10T16:31:08.995-04:00,9675,22,False,False,32,Builder,Eruru,3,1047,166,1.0,0.006024096385542169,0.6883629191321499
ttfn,50,False,True,2007-09-10T16:31:08.995-04:00,9644,1309,False,False,32,Builder,ttfn,48,24495,2989,28.0,0.00936768149882904,0.5581854043392505
hookedup,50,False,True,2007-09-10T16:31:08.995-04:00,9604,1309,False,False,32,Builder,hookedup,0,13010,8621,13.0,0.0015079457139542977,0.8875739644970414
shadowlord,50,False,True,2007-09-10T16:31:08.995-04:00,9597,1,False,False,32,Builder,shadowlord,0,747,603,2.0,0.003316749585406302,0.8047337278106509
nmwolf,50,False,True,2007-09-10T16:31:08.995-04:00,9565,9452,False,False,32,Builder,nmwolf,3,128,64,3.0,0.046875,0.12031558185404334
Enact,50,False,True,2007-09-10T16:31:08.995-04:00,9560,9507,False,False,32,Builder,Enact,0,3911,1610,17.0,0.010559006211180125,0.5226824457593688
Boco,50,False,True,2007-09-10T16:31:08.995-04:00,9557,9464,False,False,32,Builder,Boco,217,2228,176,6.0,0.03409090909090909,0.17948717948717952
Link,50,False,True,2007-09-10T16:31:08.995-04:00,9550,22,False,False,32,Builder,Link,18,2034,1312,11.0,0.008384146341463415,0.5936883629191321
Log,50,False,True,2007-09-10T16:31:08.995-04:00,9509,1,False,False,40,Moderator,Log,7350,66693,1074,0.0,0.0,0.9625246548323472
drvink,50,False,True,2007-09-10T16:31:08.995-04:00,9505,12,False,False,32,Builder,drvink,4,35,3,0.0,0.0,0.9625246548323472
WAHa_06x36,50,False,True,2007-09-10T16:31:08.995-04:00,9490,22,False,False,32,Builder,WAHa_06x36,3490,789,258,50.0,0.1937984496124031,0.00591715976331364
wildarmsheero,50,False,True,2007-09-10T16:31:08.995-04:00,9481,22,False,False,32,Builder,wildarmsheero,43,870,509,8.0,0.015717092337917484,0.4161735700197239
Dancougar,50,False,True,2007-09-10T16:31:08.995-04:00,9448,1309,False,False,32,Builder,Dancougar,0,4583,1621,25.0,0.015422578655151141,0.4220907297830375
Lights,50,False,True,2007-09-10T16:31:08.995-04:00,8366,12,False,False,32,Builder,Lights,35,308,152,1.0,0.006578947368421052,0.6548323471400395
Mug-G,50,False,True,2007-09-10T16:31:08.995-04:00,8093,1,False,False,32,Builder,Mug-G,36,8190,6733,17.0,0.0025248774691816428,0.8461538461538461
LaC,50,False,True,2007-09-10T16:31:08.995-04:00,7624,1,False,False,32,Builder,LaC,10132,20235,84,3.0,0.03571428571428571,0.16765285996055224
jxh2154,50,True,True,2007-09-10T16:31:08.995-04:00,1309,1,False,False,50,Admin,jxh2154,389,2947751,14707,30.0,0.0020398449717821446,0.8658777120315582
nil!,50,False,True,2007-09-10T16:31:08.995-04:00,1200,1,False,False,31,Platinum,nil!,0,2075,123,7.0,0.056910569105691054,0.07889546351084809
wanchan,50,False,True,2007-09-10T16:31:08.995-04:00,1137,1,False,False,32,Builder,wanchan,99,5959,2337,31.0,0.013264869490800172,0.4556213017751479
ilifin,50,False,True,2007-09-10T16:31:08.995-04:00,307,1,False,False,32,Builder,ilifin,21,623,376,22.0,0.05851063829787234,0.07297830374753456
Dr_Fine_Rolo,50,False,True,2007-09-10T16:31:08.995-04:00,144,1,False,False,32,Builder,Dr_Fine_Rolo,553,1216,311,23.0,0.07395498392282958,0.029585798816568087
phane,50,True,True,2007-09-10T16:31:08.995-04:00,140,1,False,False,40,Moderator,phane,323,3067,1649,82.0,0.04972710733778047,0.10848126232741617
shipixiv,50,False,True,2007-09-10T16:31:08.995-04:00,126,1,False,False,32,Builder,shipixiv,446,530,260,25.0,0.09615384615384616,0.015779092702169595
Sobi,50,False,True,2007-09-10T16:31:08.995-04:00,117,1,False,False,32,Builder,Sobi,106,213,226,45.0,0.19911504424778761,0.0039447731755424265
notapedo,50,False,True,2007-09-10T16:31:08.995-04:00,109,1,False,False,32,Builder,notapedo,97,235,671,82.0,0.12220566318926974,0.009861932938856066
Quinton,50,False,True,2007-09-10T16:31:08.995-04:00,90,1,False,False,32,Builder,Quinton,8,48,100,6.0,0.06,0.0650887573964497
shut,50,False,True,2007-09-10T16:31:08.995-04:00,74,1,False,False,32,Builder,shut,192,64,761,78.0,0.10249671484888305,0.013806706114398382
memento_mori,50,True,True,2007-09-10T16:31:08.995-04:00,22,1,False,False,40,Moderator,memento_mori,2228,17584,1233,116.0,0.09407948094079481,0.017751479289940808
OGT,50,False,True,2007-09-10T16:31:08.995-04:00,19,1,False,False,32,Builder,OGT,13,185,1346,42.0,0.031203566121842496,0.21301775147928992
SoSD,50,True,True,2007-09-10T16:31:08.995-04:00,12,360629,False,False,32,Builder,SoSD,519,1115,326,18.0,0.05521472392638037,0.08678500986193294
Cthuluka,50,False,True,2007-09-10T16:31:08.995-04:00,11,1,False,False,32,Builder,Cthuluka,429,116,1979,442.0,0.22334512379989893,0.0019723865877712132
Franz_Einfalsch,50,False,True,2007-09-10T16:31:08.995-04:00,10,1,False,False,32,Builder,Franz_Einfalsch,45,6058,1245,20.0,0.01606425702811245,0.40828402366863903
